
AT1G56250	1	chr1	-	21061522	21063047	21062223,21062498,	21062380,21062593,
AT1G69810	1	chr1	-	26276948	26279255	26277684,26277886,26278524,	26277773,26277988,26279051,
AT1G72450	1	chr1	-	27273968	27276562	27274540,27275391,27275667,	27275065,27275544,27275983,
AT1G76280	1	chr1	-	28617577	28622777	28618340,28618541,28618963,28619194,28619604,28620160,28620363,28621149,28621585,28621780,28622142,28622328,28622475,	28618422,28618775,28619051,28619377,28619987,28620268,28620706,28621403,28621673,28621955,28622259,28622409,28622568,
AT1G65630	1	chr1	-	24406461	24409068	24406793,24406953,24407210,24407447,24407775,24408106,24408592,	24406903,24407037,24407320,24407516,24407911,24408347,24408696,
AT1G56233	1	chr1	-	21050540	21051017	21050795,	21050939,
AT1G15210	1	chr1	-	5231345	5236886	5232479,5233409,5233599,5233761,5233987,5234949,5235431,5235657,	5232568,5233493,5233690,5233834,5234080,5235039,5235527,5235742,
AT1G15250	0	chr1	-	5248664	5249676	5248871,5249062,5249304,5249563,	5248961,5249169,5249379,5249666,
AT1G79700	1	chr1	-	29990336	29993766	29990825,29991880,29992005,29992162,29992726,29993088,29993404,	29991804,29991955,29992089,29992638,29993080,29993322,29993486,
AT1G73360	1	chr1	-	27578421	27582685	27579291,27579458,27579804,27580062,27580339,27580533,27581103,27581378,27581598,	27579369,27579545,27579882,27580139,27580432,27580621,27581190,27581481,27581675,
AT1G16360	1	chr1	-	5593270	5595814	5593550,5593961,5594394,5594594,5594810,5594976,5595133,	5593672,5594097,5594524,5594697,5594902,5595075,5595706,
AT1G10225	0	chr1	+	3354243	3354856	3354281,	3354361,
AT1G26670	1	chr1	+	9215770	9218010	9216199,9216918,9217196,9217543,	9216860,9217008,9217373,9217641,
AT1G52200	1	chr1	-	19441636	19443624	19442359,19442938,19443100,	19442726,19443029,19443209,
AT1G57800	1	chr1	-	21408623	21412283	21408941,21409241,21409492,21409670,21409819,21410019,21410229,21410879,	21409027,21409345,21409568,21409755,21409917,21410104,21410350,21411774,
AT1G69460	1	chr1	-	26111688	26113256	26112198,26112347,26112869,	26112271,26112660,26112948,
AT1G04310	1	chr1	-	1154764	1157813	1155277,1157139,	1155350,1157546,
AT1G08080	1	chr1	-	2516991	2518611	2517096,2517267,2517518,2517730,2517932,2518371,	2517214,2517351,2517628,2517826,2518154,2518444,
AT1G75550	0	chr1	-	28368447	28370061	28368794,	28369490,
AT1G71890	1	chr1	+	27058381	27060786	27059748,27059900,	27059837,27060356,
AT1G05430	0	chr1	-	1594053	1595923	1594430,1594807,1595043,1595186,1595426,	1594540,1594923,1595133,1595321,1595675,
AT1G75310	1	chr1	+	28260831	28266323	28261368,28265089,28265229,28265374,28265535,28265724,28265990,	28261588,28265178,28265307,28265470,28265635,28265814,28266089,
AT1G02010	1	chr1	+	347824	352503	348127,348267,348454,348640,348785,349099,349366,349720,349886,350147,350296,350570,350783,350966,351160,351329,351632,351819,352001,	348212,348373,348562,348735,348880,349238,349550,349803,350049,350226,350474,350658,350871,351044,351252,351412,351729,351912,352126,
AT1G47900	1	chr1	-	17647144	17651791	17647735,17648077,17650420,17650856,17651041,	17648017,17648158,17650511,17650937,17651402,
AT1G05250	1	chr1	-	1525601	1527360	1526336,1526588,1526867,	1526423,1526682,1526957,
AT1G12790	0	chr1	-	4358895	4361371	4359502,4359746,4359981,4360107,4360289,4360475,4360646,4360862,	4359580,4359898,4360067,4360195,4360380,4360558,4360735,4361153,
AT1G04850	1	chr1	-	1365118	1368940	1365487,1365731,1365950,1366128,1366299,1366458,1366661,1366886,1367223,1367708,1367934,	1365612,1365873,1366039,1366218,1366391,1366601,1366807,1367147,1367613,1367790,1368539,
AT1G31760	1	chr1	-	11372394	11374301	11372727,	11373202,
AT1G33250	1	chr1	-	12057198	12059792	12057637,12058285,	12057734,12058366,
AT1G74000	1	chr1	-	27829051	27831536	27829743,27830356,	27830087,27831160,
AT1G53903	1	chr1	+	20132071	20133045	20132550,	20132650,
AT1G19715	0	chr1	-	6816896	6819513	6817233,6817548,6818169,6818483,6819028,6819313,	6817324,6817795,6818250,6818582,6819110,6819412,
AT1G29890	1	chr1	+	10463403	10467170	10463579,10464202,10464457,10464600,10464748,10465090,10465785,10466047,10466213,10466395,10466563,10466703,10466917,	10464111,10464320,10464544,10464676,10464932,10465263,10465932,10466127,10466307,10466501,10466647,10466821,10466998,
AT1G80290	1	chr1	+	30188364	30189574	30188437,	30188579,
AT1G56540	1	chr1	+	21181585	21185495	21182139,21183360,21183750,	21182265,21183454,21183885,
AT1G48650	1	chr1	-	17989398	17995326	17989581,17990143,17990339,17990588,17990737,17991138,17991418,17991573,17991867,17992160,17992561,17992824,17993067,17993313,17993678,17993866,17994194,17994462,17994708,	17989708,17990229,17990436,17990678,17990833,17991270,17991504,17991664,17991966,17992289,17992654,17992937,17993154,17993490,17993771,17993964,17994375,17994554,17994792,
AT1G22670	1	chr1	-	8021835	8023516	8022365,8022845,8023163,	8022447,8022936,8023387,
AT1G07030	1	chr1	-	2158413	2160818	2158837,	2159751,
AT1G10120	1	chr1	-	3304039	3306956	3304250,3304425,3304634,3304798,3304965,3305116,3305410,	3304341,3304515,3304727,3304897,3305051,3305219,3305511,
AT1G43650	1	chr1	-	16443582	16446885	16443993,16444271,16444513,16445676,16446419,16446566,	16444120,16444355,16445445,16446303,16446504,16446639,
AT1G09960	1	chr1	+	3243986	3247216	3244795,3245886,3246086,3246258,3246741,	3245159,3246023,3246215,3246560,3246828,
AT1G33330	1	chr1	+	12084951	12086883	12085439,12085648,12085797,12085953,12086584,	12085521,12085727,12085872,12086218,12086865,
AT1G63430	1	chr1	+	23522497	23526832	23522977,23523455,23523663,23523892,23524132,23524346,23524491,23524831,23525128,23525369,23525617,23525933,	23523317,23523592,23523749,23523992,23524230,23524427,23524574,23524923,23525237,23525460,23525718,23526116,
AT1G80720	1	chr1	+	30336097	30337716	30336375,30337091,	30336769,30337185,
AT1G69770	1	chr1	-	26248118	26253687	26248658,26248859,26249082,26249222,26249406,26249628,26249823,26249998,26250136,26250543,26250842,26250983,26251333,26251475,26251774,26251985,26252208,26252402,26253019,26253174,	26248756,26249013,26249179,26249302,26249513,26249736,26249912,26250068,26250214,26250776,26250925,26251076,26251410,26251566,26251886,26252089,26252295,26252917,26253137,26253304,
AT1G08460	1	chr1	+	2672198	2674721	2672770,2673507,	2672921,2674167,
AT1G78710	1	chr1	+	29602692	29604610	29602979,29603645,29603904,29604168,	29603474,29603726,29604010,29604260,
AT1G08610	0	chr1	-	2733596	2735819	2735634,	2735716,
AT1G17540	1	chr1	-	6029138	6032860	6029607,6030123,6030575,6031061,6031236,6031397,6031662,6032004,6032215,6032412,	6029714,6030212,6030654,6031159,6031341,6031479,6031753,6032094,6032315,6032485,
AT1G27380	1	chr1	-	9508680	9510269	9509069,9509675,9509877,	9509538,9509797,9509972,
AT1G58643	1	chr1	+	21767342	21769564	21767551,21767886,21768155,21768357,21768559,21769241,	21767680,21768008,21768314,21768449,21768633,21769325,
AT1G25210	1	chr1	+	8833245	8835235	8833346,8833756,8834150,8834341,8834500,8834711,	8833448,8833944,8834240,8834436,8834567,8834821,
AT1G21610	1	chr1	+	7573944	7578956	7574343,7575042,7575285,7575435,7575957,7576380,7576666,7576864,7577035,7577346,7577756,7577896,7578165,	7574956,7575193,7575359,7575831,7576039,7576585,7576752,7576949,7577221,7577628,7577849,7578052,7578251,
AT1G79710	1	chr1	+	29994962	29997173	29995512,29995850,29996034,29996279,	29995591,29995939,29996109,29996398,
AT1G80840	1	chr1	+	30383561	30385499	30383920,30384672,30384884,	30384331,30384768,30384994,
AT1G23645	1	chr1	-	8369097	8370280	8369422,8369690,8370148,	8369547,8369981,8370221,
AT1G09795	1	chr1	+	3173534	3176910	3173884,3174513,3174733,3175062,3175248,3175434,3175854,3176055,3176210,3176424,	3174454,3174620,3174997,3175141,3175351,3175753,3175942,3176130,3176305,3176595,
AT1G48690	1	chr1	-	18008813	18010086	18009306,18009494,	18009393,18009610,
AT1G49570	1	chr1	+	18346958	18349049	18347355,18347820,18348099,	18347629,18347934,18348297,
AT1G68470	1	chr1	-	25676361	25678468	25676956,	25677312,
AT1G30640	1	chr1	+	10860619	10865074	10861156,10861520,10861871,10862192,10862550,10862963,10863316,10863480,10863836,10864033,10864180,10864341,10864492,	10861262,10861697,10862109,10862309,10862732,10863237,10863396,10863705,10863920,10864133,10864257,10864436,10864570,
AT1G26440	1	chr1	-	9143956	9146106	9144273,9144736,9144921,9145340,	9144362,9144827,9144995,9145413,
AT1G22070	1	chr1	+	7789133	7792139	7789656,7790189,7790362,7790557,7790710,7790860,7791232,7791542,	7789989,7790276,7790498,7790633,7790797,7790961,7791309,7791669,
AT1G26700	1	chr1	+	9227378	9232437	9227534,9228428,9228681,9229014,9229254,9229497,9229848,9230125,9230602,9230864,9231024,9231306,9231430,9231619,9231764,	9228083,9228624,9228776,9229138,9229437,9229754,9230051,9230517,9230815,9230984,9231136,9231395,9231552,9231704,9231860,
AT1G73603	1	chr1	+	27674288	27674976	27674420,	27674700,
AT1G55650	1	chr1	+	20796340	20798594	20796506,20797300,20797561,20797695,20798145,	20797222,20797399,20797648,20797820,20798251,
AT1G78180	1	chr1	+	29416837	29418561	29417334,29417753,29418369,	29417450,29417902,29418457,
AT1G29880	1	chr1	-	10459457	10462967	10459894,10460390,10460566,10460698,10461052,10461351,10461577,10462044,	10459985,10460486,10460639,10460828,10461157,10461460,10461662,10462293,
AT1G53645	0	chr1	-	20026016	20028756	20026514,20026811,20027054,	20026626,20026905,20027433,
AT1G06240	1	chr1	+	1911095	1913295	1911567,1911883,1912065,1912339,1912522,1912701,	1911642,1911969,1912156,1912441,1912629,1912804,
AT1G72330	1	chr1	+	27233475	27236789	27233849,27234163,27234317,27234500,27234640,27234808,27235042,27235208,27235416,27235685,27235919,27236079,27236367,	27234113,27234267,27234435,27234579,27234730,27234899,27235098,27235279,27235490,27235765,27236005,27236164,27236455,
AT1G20840	1	chr1	-	7244939	7248494	7245557,7245828,7246848,7247487,7247687,	7245641,7245923,7246927,7247596,7248031,
AT1G45050	1	chr1	+	17031211	17033269	17031366,17031569,17031762,17032089,17032761,	17031466,17031660,17032026,17032673,17032872,
AT1G52500	0	chr1	+	19559880	19563113	19560271,19560743,19560892,19561046,19561265,19561527,19561764,19562154,19562381,	19560692,19560835,19560978,19561140,19561477,19561687,19562052,19562347,19562484,
AT1G10430	1	chr1	-	3428478	3430636	3428878,3429144,3429406,3429594,3429828,	3428953,3429329,3429486,3429714,3430185,
AT1G05670	0	chr1	-	1697587	1701065	1698029,	1698136,
AT1G64110	1	chr1	-	23796698	23801799	23797000,23797222,23797384,23797606,23798306,23798514,23798699,23799282,23799438,23799613,23799782,23800010,23800143,23800325,23800522,23801260,	23797106,23797316,23797468,23797738,23798398,23798612,23798783,23799368,23799522,23799734,23799917,23800105,23800237,23800401,23801035,23801503,
AT1G65220	1	chr1	+	24225951	24228970	24226208,24226522,24226951,24227121,24227753,24228342,24228636,	24226499,24226846,24227053,24227260,24228081,24228428,24228733,
AT1G13635	1	chr1	+	4674152	4676484	4674620,4674888,4675155,4675382,4675843,	4674831,4675072,4675241,4675506,4675905,
AT1G54950	0	chr1	-	20488088	20491291	20488352,20490454,20490717,	20490293,20490563,20491175,
AT1G55730	1	chr1	-	20831031	20834628	20831397,20831576,20831784,20831918,20832113,20832413,20832894,20833193,20833313,20833475,20833808,20834003,	20831483,20831668,20831865,20831997,20832279,20832682,20832997,20833285,20833408,20833563,20833897,20834326,
